"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30063","[@Smoke] Create Admin User","chromium","Mon Sep 08 15:34:14 IST 2025","broken","Mon Sep 08 15:34:44 IST 2025","","02_Admin.spec.js","",""
